Age,Years_Experience,WFH_Days_Per_Week,Gender,Education_Level,Marital_Status,Has_Children,Location_Type,Department,Job_Level,Company_Size,Industry,Home_Office_Quality,Internet_Speed_Category,Work_Hours_Per_Week,Manager_Support_Level,Team_Collaboration_Frequency,Productivity_Score,Task_Completion_Rate,Quality_Score,Innovation_Score,Efficiency_Rating,Meetings_Per_Week,Commute_Time_Minutes,Job_Satisfaction,Stress_Level,Work_Life_Balance,Smart_Work_Index
27,2,3,Male,Associate Degree,Married,Yes,Urban,Data Science,Junior,Startup (1-50),Technology,Excellent,Very Fast (100+ Mbps),51,Moderate,Daily,85.5,91.6,89.0,85.9,95.0,11,32,100.0,6,4,7868.44
29,2,5,Male,Bachelor Degree,Married,Yes,Urban,Engineering,Junior,Small (51-200),Technology,Average,Fast (50-100 Mbps),44,Low,Weekly,98.0,88.0,95.7,84.8,95.0,5,0,92.5,6,10,7462.4
41,6,3,Male,Bachelor Degree,Single,No,Suburban,Sales,Mid-Level,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),34,High,Daily,98.0,100.0,100.0,90.6,95.0,3,25,100.0,8,7,9060.0
40,5,5,Male,Master Degree,Married,No,Suburban,Engineering,Mid-Level,Large (1001-5000),Technology,Average,Fast (50-100 Mbps),41,Very High,Daily,98.0,98.8,98.6,90.5,95.0,7,0,100.0,5,7,8941.4
34,0,3,Male,Bachelor Degree,Married,Yes,Suburban,Engineering,Junior,Enterprise (5000+),Government,Excellent,Fast (50-100 Mbps),33,Moderate,Weekly,77.2,71.3,79.7,65.2,95.0,6,27,93.7,4,5,4648.76
36,11,5,Female,Bachelor Degree,Married,Yes,Suburban,Product,Senior,Small (51-200),Education,Average,Very Fast (100+ Mbps),46,High,Few times per week,98.0,85.8,100.0,95.0,95.0,5,0,100.0,6,5,8151.0
46,7,0,Female,Master Degree,Married,No,Urban,Engineering,Senior,Startup (1-50),Technology,Good,Very Fast (100+ Mbps),53,High,Daily,78.7,77.8,90.1,73.0,92.5,7,46,100.0,5,4,5679.4
29,3,5,Male,Master Degree,Single,Yes,Urban,Customer Success,Mid-Level,Startup (1-50),Technology,Average,Slow (<25 Mbps),40,Moderate,Few times per week,67.1,70.3,64.2,87.6,91.3,9,0,75.4,4,3,6158.28
39,5,5,Female,Bachelor Degree,Married,No,Urban,Engineering,Mid-Level,Small (51-200),Finance,Average,Moderate (25-50 Mbps),41,High,Daily,85.5,89.1,79.4,77.2,95.0,12,0,100.0,3,7,6878.5199999999995
33,3,5,Male,High School,Divorced,Yes,Suburban,Product,Mid-Level,Medium (201-1000),Finance,Excellent,Moderate (25-50 Mbps),40,High,Few times per week,89.8,100.0,95.9,75.3,95.0,7,0,100.0,7,5,7530.0
33,6,0,Female,Bachelor Degree,Married,Yes,Suburban,Marketing,Senior,Enterprise (5000+),Technology,Good,Slow (<25 Mbps),40,High,Weekly,79.8,88.5,88.6,78.1,95.0,11,0,100.0,2,5,6911.849999999999
44,7,1,Male,Master Degree,Divorced,Yes,Urban,Product,Lead,Medium (201-1000),Healthcare,Average,Very Fast (100+ Mbps),37,High,Bi-weekly,71.7,63.6,71.2,72.1,85.3,5,57,100.0,6,4,4585.5599999999995
42,11,4,Male,PhD,Single,No,Urban,Engineering,Lead,Medium (201-1000),Media,Average,Very Fast (100+ Mbps),50,High,Daily,98.0,89.3,100.0,83.2,95.0,12,31,100.0,5,4,7429.76
42,15,0,Female,Associate Degree,Married,No,Suburban,HR,Manager,Large (1001-5000),Healthcare,Good,Very Fast (100+ Mbps),43,Very High,Daily,74.3,72.7,76.3,71.9,93.7,10,54,100.0,4,6,5227.130000000001
46,19,0,Male,High School,Married,Yes,Suburban,Finance,Lead,Startup (1-50),Healthcare,Poor,Moderate (25-50 Mbps),42,High,Weekly,91.5,88.1,100.0,75.2,95.0,15,43,100.0,8,8,6625.12
35,3,2,Male,Master Degree,Married,No,Urban,Marketing,Senior,Large (1001-5000),Manufacturing,Good,Fast (50-100 Mbps),40,Moderate,Daily,98.0,91.4,98.8,67.1,95.0,6,42,100.0,7,10,6132.94
41,11,3,Male,Master Degree,Divorced,Yes,Urban,Customer Success,Lead,Medium (201-1000),Technology,Good,Fast (50-100 Mbps),34,High,Few times per week,98.0,100.0,93.9,95.0,95.0,8,22,100.0,7,6,9500.0
32,2,3,Female,Professional Degree,Married,No,Urban,Operations,Junior,Small (51-200),Technology,Average,Moderate (25-50 Mbps),47,Moderate,Daily,35.0,40.0,50.0,30.0,47.4,8,17,52.6,5,7,1200.0
37,6,0,Male,Bachelor Degree,Married,Yes,Suburban,Product,Lead,Medium (201-1000),Healthcare,Excellent,Fast (50-100 Mbps),50,High,Weekly,98.0,77.0,88.4,91.3,95.0,7,52,100.0,6,4,7030.099999999999
33,5,1,Female,Bachelor Degree,Married,No,Suburban,Sales,Senior,Medium (201-1000),Retail,Good,Very Fast (100+ Mbps),30,Moderate,Bi-weekly,67.9,64.4,74.1,56.8,95.0,12,43,82.8,3,7,3657.92
35,5,3,Female,Bachelor Degree,Married,Yes,Suburban,Operations,Mid-Level,Startup (1-50),Healthcare,Average,Very Fast (100+ Mbps),46,Very Low,Monthly,81.3,73.2,84.6,73.3,90.1,7,19,100.0,3,6,5365.56
40,6,3,Female,Associate Degree,Married,No,Suburban,Product,Senior,Small (51-200),Technology,Good,Very Fast (100+ Mbps),47,Moderate,Weekly,86.8,93.4,94.0,76.4,88.4,6,44,100.0,5,2,7135.760000000001
27,2,1,Male,Bachelor Degree,Married,No,Rural,Engineering,Junior,Medium (201-1000),Media,Excellent,Very Fast (100+ Mbps),49,Moderate,Daily,73.3,61.5,74.9,63.1,76.8,8,31,83.2,6,6,3880.65
53,17,3,Male,Bachelor Degree,In Relationship,Yes,Urban,Marketing,Manager,Small (51-200),Finance,Good,Very Fast (100+ Mbps),49,Very High,Weekly,95.6,87.4,87.6,79.3,95.0,9,31,100.0,3,6,6930.820000000001
25,2,5,Male,Associate Degree,Single,Yes,Urban,Data Science,Junior,Small (51-200),Manufacturing,Good,Fast (50-100 Mbps),57,High,Few times per week,89.0,90.0,89.1,84.2,95.0,12,0,100.0,6,6,7578.0
24,0,5,Male,Master Degree,Married,Yes,Suburban,Marketing,Mid-Level,Medium (201-1000),Media,Good,Very Fast (100+ Mbps),44,Low,Bi-weekly,94.5,90.8,98.7,78.5,95.0,8,0,100.0,4,7,7127.8
45,9,5,Female,Bachelor Degree,Married,No,Urban,Engineering,Senior,Medium (201-1000),Finance,Average,Fast (50-100 Mbps),47,Moderate,Bi-weekly,98.0,90.0,94.4,73.8,95.0,9,0,86.8,7,2,6642.0
42,7,5,Male,Master Degree,Divorced,Yes,Suburban,Sales,Senior,Large (1001-5000),Consulting,Excellent,Fast (50-100 Mbps),42,Moderate,Monthly,57.5,58.4,55.8,59.5,69.1,5,0,75.4,1,8,3474.7999999999997
40,0,3,Female,Bachelor Degree,In Relationship,No,Rural,Product,Junior,Enterprise (5000+),Retail,Average,Slow (<25 Mbps),37,Low,Bi-weekly,91.5,91.6,91.6,76.0,95.0,7,7,75.1,8,7,6961.599999999999
40,9,4,Male,Master Degree,Married,No,Suburban,Design,Lead,Large (1001-5000),Media,Average,Fast (50-100 Mbps),46,Very High,Few times per week,87.5,86.1,93.5,68.4,95.0,8,18,100.0,7,2,5889.24
34,0,3,Male,Associate Degree,Single,Yes,Urban,Design,Junior,Medium (201-1000),Technology,Average,Slow (<25 Mbps),47,Moderate,Weekly,88.6,98.1,82.8,94.5,95.0,4,8,100.0,6,10,9270.449999999999
26,0,4,Male,Master Degree,Married,Yes,Urban,Finance,Junior,Large (1001-5000),Government,Good,Very Fast (100+ Mbps),44,High,Monthly,98.0,100.0,100.0,86.5,95.0,9,8,100.0,7,6,8650.0
35,10,2,Male,Associate Degree,Married,No,Urban,Marketing,Senior,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),32,Moderate,Few times per week,98.0,100.0,97.8,83.1,95.0,9,31,87.3,5,10,8310.0
28,1,4,Male,Bachelor Degree,In Relationship,No,Suburban,Engineering,Junior,Small (51-200),Manufacturing,Good,Fast (50-100 Mbps),33,Very High,Weekly,71.8,73.4,80.4,82.2,91.4,7,16,100.0,4,4,6033.4800000000005
43,10,3,Male,Master Degree,Married,No,Urban,Engineering,Senior,Small (51-200),Finance,Average,Very Fast (100+ Mbps),46,Low,Bi-weekly,78.9,61.5,86.9,71.4,90.9,8,39,100.0,1,2,4391.1
33,9,0,Male,Bachelor Degree,Married,Yes,Urban,Engineering,Senior,Large (1001-5000),Technology,Good,Fast (50-100 Mbps),39,Moderate,Few times per week,80.2,67.2,76.8,64.2,95.0,6,22,93.6,6,7,4314.240000000001
27,1,4,Female,Bachelor Degree,Married,Yes,Urban,Engineering,Junior,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),44,High,Daily,91.6,84.6,100.0,87.0,95.0,5,32,100.0,5,9,7360.2
32,7,0,Female,Master Degree,Married,No,Rural,Product,Lead,Enterprise (5000+),Finance,Good,Fast (50-100 Mbps),44,Moderate,Daily,70.6,65.2,64.2,68.3,84.6,15,20,100.0,4,3,4453.16
38,1,2,Male,Master Degree,Divorced,No,Suburban,Customer Success,Junior,Medium (201-1000),Finance,Average,Moderate (25-50 Mbps),41,Moderate,Daily,51.4,53.1,50.0,42.6,74.2,3,34,56.7,8,8,2262.06
29,1,0,Male,High School,Single,No,Rural,Operations,Junior,Large (1001-5000),Technology,Excellent,Very Fast (100+ Mbps),40,High,Few times per week,94.7,91.4,97.7,86.3,95.0,8,13,100.0,7,3,7887.820000000001
27,2,2,Female,Bachelor Degree,Married,Yes,Suburban,Data Science,Junior,Startup (1-50),Technology,Poor,Slow (<25 Mbps),41,Very High,Few times per week,71.8,65.4,72.4,80.7,89.4,12,48,100.0,10,8,5277.780000000001
37,7,5,Female,Bachelor Degree,Single,Yes,Urban,Finance,Lead,Enterprise (5000+),Finance,Good,Very Fast (100+ Mbps),44,Very High,Few times per week,98.0,95.6,100.0,76.3,95.0,6,0,100.0,8,8,7294.28
30,2,3,Male,PhD,Married,No,Urban,Marketing,Junior,Small (51-200),Finance,Good,Fast (50-100 Mbps),37,Moderate,Monthly,98.0,89.2,88.9,86.4,95.0,7,7,100.0,3,6,7706.880000000001
30,3,3,Female,Bachelor Degree,Married,Yes,Suburban,Engineering,Mid-Level,Small (51-200),Consulting,Excellent,Moderate (25-50 Mbps),41,High,Daily,98.0,97.9,93.8,79.6,95.0,6,33,100.0,7,9,7792.84
37,10,2,Female,Bachelor Degree,Married,No,Suburban,Marketing,Lead,Small (51-200),Education,Average,Fast (50-100 Mbps),35,High,Bi-weekly,98.0,90.0,100.0,89.7,95.0,16,66,100.0,3,5,8073.0
22,0,4,Male,Professional Degree,Single,No,Urban,Engineering,Junior,Large (1001-5000),Technology,Good,Fast (50-100 Mbps),45,Moderate,Daily,96.4,93.2,100.0,79.9,95.0,5,12,79.9,3,5,7446.680000000001
22,0,4,Female,Bachelor Degree,Married,Yes,Urban,Sales,Mid-Level,Startup (1-50),Healthcare,Excellent,Very Fast (100+ Mbps),39,Very Low,Few times per week,68.2,77.0,75.1,70.2,84.6,3,46,85.6,8,10,5405.400000000001
28,0,4,Male,Master Degree,Married,Yes,Suburban,Design,Junior,Medium (201-1000),Manufacturing,Average,Very Fast (100+ Mbps),46,Moderate,Few times per week,98.0,98.5,93.9,92.4,95.0,6,25,100.0,5,4,9101.400000000001
37,9,5,Female,Bachelor Degree,Married,Yes,Suburban,Engineering,Mid-Level,Medium (201-1000),Finance,Poor,Very Fast (100+ Mbps),48,High,Few times per week,98.0,97.9,95.7,91.0,95.0,10,0,100.0,4,7,8908.9
48,19,5,Female,Bachelor Degree,Single,Yes,Urban,Operations,Manager,Enterprise (5000+),Healthcare,Good,Slow (<25 Mbps),49,Very High,Daily,98.0,100.0,98.0,92.7,95.0,6,0,100.0,6,5,9270.0
42,8,4,Female,Associate Degree,Married,Yes,Urban,Operations,Mid-Level,Small (51-200),Government,Good,Moderate (25-50 Mbps),44,Very High,Few times per week,98.0,100.0,100.0,82.6,95.0,7,20,100.0,4,5,8260.0
33,3,2,Female,Bachelor Degree,Divorced,No,Urban,Engineering,Mid-Level,Startup (1-50),Healthcare,Excellent,Very Fast (100+ Mbps),39,Moderate,Daily,98.0,100.0,94.0,82.1,95.0,6,29,100.0,6,5,8210.0
34,4,4,Female,Bachelor Degree,Single,No,Suburban,Engineering,Senior,Medium (201-1000),Retail,Average,Fast (50-100 Mbps),36,High,Few times per week,88.6,84.3,92.4,95.0,95.0,8,6,100.0,7,8,8008.5
25,1,3,Female,High School,Single,No,Suburban,Data Science,Junior,Medium (201-1000),Finance,Good,Fast (50-100 Mbps),47,High,Few times per week,85.6,87.9,84.1,95.0,95.0,9,16,100.0,7,6,8350.5
34,2,4,Female,Bachelor Degree,Divorced,No,Urban,Engineering,Junior,Small (51-200),Manufacturing,Poor,Very Fast (100+ Mbps),41,Low,Few times per week,60.7,48.5,55.0,48.2,72.7,8,57,79.6,5,6,2337.7000000000003
32,7,4,Female,Bachelor Degree,Married,No,Rural,Customer Success,Senior,Medium (201-1000),Finance,Average,Very Fast (100+ Mbps),42,High,Weekly,94.7,94.5,100.0,80.0,95.0,5,3,100.0,7,7,7560.0
37,6,4,Female,Bachelor Degree,Single,No,Urban,Marketing,Lead,Enterprise (5000+),Finance,Poor,Fast (50-100 Mbps),39,Low,Bi-weekly,85.5,95.5,87.2,56.7,95.0,7,27,100.0,4,6,5414.85
39,9,0,Female,Master Degree,Single,Yes,Suburban,Sales,Senior,Small (51-200),Media,Good,Very Fast (100+ Mbps),48,Very High,Daily,98.0,98.7,85.3,91.5,95.0,6,31,100.0,1,7,9031.050000000001
48,10,0,Female,Associate Degree,Single,Yes,Urban,HR,Senior,Medium (201-1000),Technology,Excellent,Moderate (25-50 Mbps),41,Low,Weekly,84.0,85.3,86.6,86.3,95.0,11,19,71.8,9,6,7361.389999999999
34,3,2,Male,Bachelor Degree,In Relationship,No,Suburban,Product,Senior,Medium (201-1000),Technology,Excellent,Fast (50-100 Mbps),30,Very High,Few times per week,89.6,93.2,95.5,79.4,95.0,6,0,100.0,5,5,7400.080000000001
38,1,5,Female,Master Degree,Married,No,Rural,Engineering,Junior,Startup (1-50),Retail,Good,Very Fast (100+ Mbps),41,Low,Few times per week,75.6,83.1,80.8,60.4,92.9,8,0,100.0,5,8,5019.24
41,6,4,Male,Bachelor Degree,Married,Yes,Suburban,Engineering,Senior,Medium (201-1000),Education,Good,Very Fast (100+ Mbps),33,High,Few times per week,93.9,98.9,87.9,95.0,95.0,3,29,100.0,6,3,9395.5
31,3,4,Male,Master Degree,Single,No,Suburban,Engineering,Junior,Enterprise (5000+),Technology,Excellent,Fast (50-100 Mbps),45,Moderate,Weekly,83.7,77.4,75.1,83.9,95.0,6,15,100.0,8,10,6493.860000000001
37,6,4,Male,Master Degree,Single,Yes,Suburban,Customer Success,Senior,Small (51-200),Technology,Good,Fast (50-100 Mbps),44,Moderate,Bi-weekly,80.9,63.3,86.5,77.5,95.0,5,26,100.0,5,7,4905.75
35,5,4,Female,Associate Degree,Divorced,Yes,Urban,Marketing,Senior,Medium (201-1000),Finance,Good,Fast (50-100 Mbps),51,Moderate,Monthly,65.3,65.9,66.0,55.2,74.7,10,13,87.0,3,5,3637.6800000000003
35,1,5,Female,High School,Single,No,Suburban,Engineering,Junior,Startup (1-50),Healthcare,Excellent,Very Fast (100+ Mbps),33,Moderate,Bi-weekly,98.0,100.0,86.9,93.4,95.0,8,0,100.0,5,4,9340.0
28,2,4,Female,PhD,Married,Yes,Urban,Sales,Junior,Medium (201-1000),Consulting,Good,Very Fast (100+ Mbps),50,Low,Weekly,71.4,67.9,69.2,48.3,84.2,10,32,79.6,1,5,3279.57
35,9,4,Female,Bachelor Degree,Single,No,Rural,Marketing,Senior,Medium (201-1000),Technology,Excellent,Very Fast (100+ Mbps),45,Low,Bi-weekly,79.5,80.0,91.6,65.9,90.6,17,24,90.7,4,9,5272.0
39,2,4,Female,Master Degree,Married,Yes,Urban,Customer Success,Junior,Medium (201-1000),Media,Good,Very Fast (100+ Mbps),33,Moderate,Daily,50.8,47.6,58.9,40.7,78.4,4,27,79.2,2,8,1937.3200000000002
48,9,2,Female,Bachelor Degree,Single,Yes,Suburban,Operations,Lead,Medium (201-1000),Finance,Excellent,Fast (50-100 Mbps),52,Moderate,Weekly,98.0,100.0,100.0,88.9,95.0,3,45,96.4,5,4,8890.0
43,6,4,Male,Bachelor Degree,Married,No,Rural,Engineering,Senior,Small (51-200),Technology,Average,Very Fast (100+ Mbps),41,High,Daily,98.0,100.0,85.9,86.6,95.0,11,25,100.0,2,7,8660.0
54,3,3,Male,Associate Degree,Divorced,No,Suburban,Engineering,Senior,Large (1001-5000),Healthcare,Excellent,Very Fast (100+ Mbps),34,Moderate,Weekly,81.7,73.7,86.6,58.5,95.0,11,13,100.0,10,9,4311.45
28,1,1,Male,Bachelor Degree,Married,Yes,Rural,Sales,Junior,Medium (201-1000),Education,Average,Very Fast (100+ Mbps),48,Moderate,Daily,68.6,62.3,64.2,49.5,91.3,8,52,83.9,7,8,3083.85
42,3,4,Female,Bachelor Degree,Single,No,Suburban,Engineering,Senior,Small (51-200),Technology,Good,Fast (50-100 Mbps),35,Moderate,Few times per week,75.1,72.4,78.3,66.7,94.6,13,52,99.9,5,7,4829.080000000001
36,1,3,Female,Master Degree,Married,No,Urban,HR,Mid-Level,Enterprise (5000+),Retail,Good,Fast (50-100 Mbps),48,Moderate,Daily,80.5,75.3,78.1,73.4,94.9,13,30,100.0,7,5,5527.02
54,27,5,Male,Master Degree,Single,Yes,Suburban,Sales,Lead,Startup (1-50),Manufacturing,Good,Moderate (25-50 Mbps),40,High,Few times per week,52.9,68.4,61.7,54.3,79.5,11,0,100.0,5,9,3714.12
27,2,3,Male,Bachelor Degree,Married,No,Urban,Marketing,Mid-Level,Medium (201-1000),Technology,Excellent,Fast (50-100 Mbps),34,Very High,Daily,98.0,100.0,100.0,92.4,95.0,7,12,100.0,8,5,9240.0
29,4,3,Male,Master Degree,Single,No,Suburban,Finance,Mid-Level,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),35,Moderate,Weekly,98.0,98.7,97.7,86.3,95.0,6,21,100.0,7,6,8517.81
22,1,1,Male,Master Degree,Married,Yes,Suburban,Operations,Mid-Level,Small (51-200),Manufacturing,Average,Fast (50-100 Mbps),42,High,Bi-weekly,86.7,89.2,89.0,79.9,95.0,8,27,100.0,3,3,7127.080000000001
30,0,3,Male,PhD,Married,Yes,Suburban,Customer Success,Junior,Small (51-200),Technology,Poor,Very Fast (100+ Mbps),32,Moderate,Weekly,57.5,59.9,61.6,64.2,79.6,12,1,79.4,2,7,3845.58
28,2,2,Male,Bachelor Degree,In Relationship,Yes,Rural,Operations,Junior,Startup (1-50),Manufacturing,Average,Fast (50-100 Mbps),46,Very High,Weekly,84.7,94.9,84.7,74.0,95.0,4,19,100.0,6,3,7022.6
36,6,1,Male,Master Degree,Married,Yes,Suburban,HR,Senior,Large (1001-5000),Healthcare,Good,Fast (50-100 Mbps),38,High,Weekly,98.0,82.0,99.9,86.6,95.0,15,34,100.0,4,9,7101.2
38,11,2,Female,Bachelor Degree,Single,No,Urban,Finance,Lead,Large (1001-5000),Manufacturing,Good,Fast (50-100 Mbps),39,High,Bi-weekly,98.0,100.0,98.9,80.3,95.0,7,39,100.0,10,9,8030.0
51,17,2,Male,Bachelor Degree,Married,No,Suburban,Engineering,Lead,Large (1001-5000),Healthcare,Average,Very Fast (100+ Mbps),45,High,Few times per week,60.7,68.7,71.2,52.9,77.0,5,34,100.0,1,5,3634.23
43,6,4,Female,Professional Degree,Married,Yes,Suburban,Engineering,Lead,Large (1001-5000),Finance,Average,Slow (<25 Mbps),40,Very High,Few times per week,84.4,86.8,87.5,84.8,95.0,8,11,100.0,7,8,7360.639999999999
29,0,0,Female,High School,Married,No,Rural,Product,Mid-Level,Enterprise (5000+),Media,Good,Fast (50-100 Mbps),49,Moderate,Bi-weekly,54.1,56.1,54.2,35.5,71.9,7,10,78.9,2,6,1991.55
26,0,4,Male,Bachelor Degree,Married,No,Urban,Design,Junior,Medium (201-1000),Retail,Average,Fast (50-100 Mbps),29,Very High,Daily,74.7,67.3,86.5,74.1,95.0,10,17,100.0,6,8,4986.929999999999
39,3,4,Female,Master Degree,Married,No,Urban,Finance,Mid-Level,Large (1001-5000),Healthcare,Good,Very Fast (100+ Mbps),46,Very High,Daily,97.3,92.9,99.9,95.0,95.0,7,17,100.0,5,3,8825.5
23,0,3,Male,Associate Degree,Single,No,Suburban,Finance,Junior,Startup (1-50),Education,Good,Very Fast (100+ Mbps),42,Low,Weekly,57.7,64.8,60.5,55.4,73.1,9,31,92.9,6,6,3589.9199999999996
51,8,5,Female,Master Degree,Single,No,Urban,Engineering,Senior,Large (1001-5000),Education,Poor,Very Fast (100+ Mbps),38,High,Daily,98.0,100.0,98.2,76.2,95.0,7,0,100.0,7,6,7620.0
45,0,4,Female,Master Degree,Married,No,Suburban,Marketing,Junior,Large (1001-5000),Finance,Poor,Very Fast (100+ Mbps),47,Moderate,Few times per week,90.4,81.1,76.2,72.6,95.0,12,6,72.1,2,5,5887.859999999999
30,1,4,Male,High School,Married,Yes,Urban,Data Science,Junior,Startup (1-50),Finance,Average,Fast (50-100 Mbps),45,Low,Daily,55.9,53.6,50.0,54.5,75.8,12,27,58.2,6,5,2921.2000000000003
22,0,1,Female,Bachelor Degree,In Relationship,No,Urban,Customer Success,Junior,Medium (201-1000),Finance,Good,Moderate (25-50 Mbps),43,Moderate,Weekly,63.1,81.5,63.1,72.2,84.2,11,33,78.4,9,7,5884.3
47,7,4,Female,Master Degree,Married,No,Suburban,Sales,Mid-Level,Enterprise (5000+),Non-profit,Excellent,Very Fast (100+ Mbps),40,Moderate,Monthly,95.5,100.0,84.4,83.9,95.0,10,18,100.0,4,5,8390.0
33,4,4,Female,Bachelor Degree,Divorced,Yes,Urban,Sales,Senior,Small (51-200),Education,Excellent,Fast (50-100 Mbps),37,High,Daily,94.9,93.7,99.5,76.5,95.0,10,30,100.0,3,7,7168.05
46,17,2,Female,PhD,Divorced,Yes,Suburban,Marketing,Manager,Small (51-200),Technology,Average,Very Fast (100+ Mbps),35,High,Daily,94.8,94.2,100.0,88.6,95.0,10,25,100.0,7,6,8346.119999999999
22,0,2,Male,Master Degree,Divorced,Yes,Urban,Sales,Mid-Level,Small (51-200),Healthcare,Good,Very Fast (100+ Mbps),50,High,Daily,89.1,93.4,83.0,81.2,94.2,5,55,100.0,7,5,7584.080000000001
29,3,3,Female,Bachelor Degree,Single,No,Urban,Sales,Mid-Level,Small (51-200),Technology,Good,Moderate (25-50 Mbps),46,Very High,Weekly,98.0,87.3,95.1,74.8,95.0,9,35,100.0,5,8,6530.04
35,2,4,Male,Associate Degree,In Relationship,No,Urban,Operations,Junior,Startup (1-50),Technology,Good,Fast (50-100 Mbps),45,High,Few times per week,86.4,82.0,94.3,70.7,95.0,7,14,100.0,8,6,5797.400000000001
35,8,3,Male,PhD,Single,No,Suburban,Engineering,Senior,Small (51-200),Finance,Good,Fast (50-100 Mbps),39,Moderate,Few times per week,86.3,94.3,79.9,78.2,95.0,6,48,100.0,6,1,7374.26
30,2,4,Male,Bachelor Degree,Single,Yes,Urban,HR,Junior,Small (51-200),Healthcare,Good,Very Fast (100+ Mbps),54,High,Daily,95.6,90.0,93.6,83.3,95.0,10,0,100.0,6,8,7497.0
40,1,1,Male,Associate Degree,Married,No,Suburban,HR,Junior,Large (1001-5000),Non-profit,Average,Very Fast (100+ Mbps),37,Moderate,Few times per week,86.5,78.5,93.0,86.4,95.0,3,65,100.0,8,5,6782.400000000001
25,0,4,Female,Master Degree,Single,Yes,Suburban,Customer Success,Junior,Small (51-200),Non-profit,Excellent,Very Fast (100+ Mbps),39,Moderate,Daily,84.0,79.4,77.5,72.6,95.0,6,45,100.0,3,8,5764.44
33,1,2,Female,Master Degree,Single,No,Suburban,Customer Success,Junior,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),52,Very High,Few times per week,87.0,83.4,98.7,70.9,95.0,7,13,100.0,4,7,5913.060000000001
36,2,2,Female,Master Degree,Married,Yes,Suburban,Operations,Junior,Medium (201-1000),Healthcare,Good,Very Fast (100+ Mbps),41,Very High,Daily,98.0,93.5,100.0,69.9,95.0,11,28,100.0,5,9,6535.650000000001
39,5,3,Male,Bachelor Degree,Single,No,Urban,HR,Junior,Startup (1-50),Consulting,Average,Fast (50-100 Mbps),52,High,Few times per week,96.9,100.0,99.8,80.4,95.0,5,8,100.0,3,6,8040.000000000001
41,11,0,Female,Master Degree,Married,No,Urban,Marketing,Lead,Enterprise (5000+),Technology,Poor,Very Fast (100+ Mbps),44,Moderate,Few times per week,42.9,44.1,50.0,43.9,71.2,8,25,61.7,10,4,1935.99
24,1,0,Female,Master Degree,Single,No,Suburban,Design,Junior,Large (1001-5000),Manufacturing,Good,Very Fast (100+ Mbps),38,High,Daily,80.9,95.2,76.8,51.1,95.0,9,62,100.0,5,1,4864.72
22,0,2,Male,Master Degree,Married,No,Urban,Engineering,Junior,Medium (201-1000),Consulting,Excellent,Fast (50-100 Mbps),40,Moderate,Daily,97.2,100.0,83.6,85.9,95.0,11,31,100.0,9,8,8590.0
46,5,3,Male,PhD,In Relationship,No,Suburban,Product,Mid-Level,Medium (201-1000),Education,Excellent,Moderate (25-50 Mbps),37,Moderate,Weekly,98.0,89.2,97.5,73.8,95.0,7,0,92.8,6,8,6582.96
37,1,5,Female,Bachelor Degree,Married,Yes,Suburban,Engineering,Junior,Medium (201-1000),Finance,Excellent,Slow (<25 Mbps),46,Moderate,Few times per week,90.3,96.9,94.0,56.7,95.0,12,0,100.0,9,4,5494.2300000000005
28,1,4,Female,Master Degree,Married,No,Urban,Engineering,Mid-Level,Small (51-200),Media,Average,Moderate (25-50 Mbps),49,Very High,Bi-weekly,91.8,87.6,86.8,91.1,95.0,6,35,100.0,5,10,7980.359999999999
48,5,3,Female,PhD,In Relationship,No,Suburban,Marketing,Mid-Level,Startup (1-50),Media,Excellent,Very Fast (100+ Mbps),44,Moderate,Daily,93.4,100.0,99.1,94.1,95.0,13,28,91.6,8,9,9410.0
36,6,0,Female,Bachelor Degree,Single,Yes,Rural,Operations,Senior,Medium (201-1000),Retail,Excellent,Very Fast (100+ Mbps),43,Very High,Daily,95.2,100.0,93.2,88.0,95.0,5,11,100.0,7,6,8800.0
45,9,3,Female,High School,Married,No,Urban,Engineering,Lead,Enterprise (5000+),Finance,Average,Moderate (25-50 Mbps),35,Very High,Daily,98.0,77.8,89.0,82.9,95.0,4,48,100.0,9,4,6449.62
35,3,4,Male,Master Degree,Divorced,No,Suburban,Operations,Mid-Level,Small (51-200),Manufacturing,Good,Moderate (25-50 Mbps),48,High,Daily,86.3,87.6,92.8,84.5,95.0,5,35,100.0,6,5,7402.2
53,17,2,Female,Bachelor Degree,In Relationship,No,Urban,Customer Success,Manager,Medium (201-1000),Finance,Good,Fast (50-100 Mbps),47,Moderate,Daily,95.8,82.6,93.1,74.6,95.0,6,28,100.0,4,9,6161.959999999999
50,14,1,Male,High School,Married,No,Suburban,Engineering,Lead,Startup (1-50),Technology,Good,Very Fast (100+ Mbps),43,Very Low,Daily,58.3,66.7,61.9,54.2,73.3,12,39,100.0,6,7,3615.1400000000003
32,6,2,Female,Bachelor Degree,Single,No,Rural,Operations,Senior,Startup (1-50),Healthcare,Average,Very Fast (100+ Mbps),40,High,Few times per week,97.8,100.0,100.0,95.0,95.0,3,60,100.0,3,9,9500.0
